-0.002075,-0.002035,0.002076,-0.001044,-0.004694,0.001582,-0.002932,-0.016024,0.025773,0.265136,-0.926824,0.026373,-0.115801,-0.045117,-0.053249,-0.021041,0.017295,0.001388,-0.003478,0.223607
0.022116,-0.035088,-0.068383,-0.082790,-0.114952,-0.234024,-0.020989,-0.200954,0.885702,-0.143098,0.061859,-0.002811,-0.116519,-0.043700,-0.054011,-0.021077,0.017419,0.001356,-0.003478,0.223607
0.253552,-0.296758,-0.546117,-0.214701,-0.387380,-0.388339,-0.098124,0.093889,-0.314289,-0.122718,0.029796,-0.001911,-0.116912,-0.043770,-0.054026,-0.021037,0.017432,0.001362,-0.003477,0.223607
0.438992,-0.270605,-0.251301,0.415299,0.165619,0.614232,-0.020091,-0.003974,0.078618,-0.128110,0.038958,-0.002441,-0.116609,-0.043716,-0.054015,-0.021068,0.017422,0.001357,-0.003478,0.223607
0.428300,0.211941,0.495123,0.454375,-0.013834,-0.441662,-0.137011,0.046822,-0.133399,-0.125115,0.033161,-0.002068,-0.116932,-0.043741,-0.054012,-0.021021,0.017428,0.001361,-0.003478,0.223607
0.145891,0.628567,0.067082,-0.303434,-0.472165,0.400664,0.111986,0.042455,-0.046510,-0.127821,0.037495,-0.002006,-0.117099,-0.043902,-0.054046,-0.021047,0.017431,0.001362,-0.003479,0.223607
-0.361091,0.508437,-0.474015,0.226231,0.380742,-0.108600,-0.294491,-0.006205,-0.074731,-0.125507,0.033868,-0.001395,-0.116743,-0.043817,-0.054007,-0.021062,0.017425,0.001356,-0.003477,0.223607
-0.580357,-0.201197,0.079171,0.459626,-0.416729,0.036526,0.339234,0.162035,-0.045283,-0.127436,0.036322,-0.007865,-0.116565,-0.043698,-0.054034,-0.021034,0.017446,0.001357,-0.003475,0.223607
-0.253524,-0.263065,0.314295,-0.179711,-0.086927,0.194768,-0.623248,-0.427265,-0.170495,-0.129070,0.046408,0.037684,-0.118724,-0.043116,-0.054248,-0.021091,0.017430,0.001348,-0.003470,0.223607
-0.078064,-0.145096,0.199044,-0.292183,0.235945,0.060253,-0.188829,0.785662,0.110850,-0.087622,0.032161,-0.218814,-0.104255,-0.048847,-0.052644,-0.020535,0.017297,0.001820,-0.003478,0.223607
-0.014517,-0.079619,0.107707,-0.258690,0.361606,-0.055348,0.405604,-0.072660,-0.123482,-0.291625,0.011042,0.653047,-0.171450,-0.013716,-0.062431,-0.024175,0.018578,-0.001703,-0.003804,0.223607
0.000335,-0.042059,0.055861,-0.164813,0.262320,-0.059423,0.396326,-0.331547,-0.157024,-0.172935,-0.006126,-0.703711,-0.006050,-0.167586,-0.019046,-0.007376,0.007470,0.014234,-0.000339,0.223607
0.000469,-0.009772,0.013363,-0.041203,0.065893,-0.015446,0.100071,-0.072004,-0.032292,0.621985,0.271274,-0.057188,-0.397844,0.493064,-0.223085,-0.064923,0.068268,-0.055797,-0.018248,0.223607
-0.000004,-0.002927,0.004166,-0.012199,0.018714,-0.004157,0.025828,-0.005232,-0.003389,0.510451,0.218671,0.132211,0.021181,-0.698692,0.326977,-0.137808,-0.039847,0.082342,-0.001686,0.223607
