1.169571,436
1.110610,710
0.973828,1019
0.924995,567
0.917428,641
0.880713,696
0.866756,611
0.864925,954
0.839284,643
0.804550,993
0.800456,601
0.786312,642
0.767654,640
0.765542,93
0.762245,400
0.752929,694
0.752593,578
0.732142,343
0.730465,766
0.726928,778
0.723721,917
0.722656,704
0.717640,892
0.715389,769
0.713535,402
0.712165,478
0.708374,959
0.705910,837
0.705745,364
0.704677,180
0.698186,869
0.696725,768
0.693823,4
0.688784,774
0.687741,477
0.683862,990
0.677089,777
0.677066,401
0.676010,943
0.675518,338
0.668821,975
0.667767,392
0.666132,340
0.654387,637
0.653682,674
0.647654,934
0.644433,647
0.627761,667
0.627202,587
0.625605,865
0.620337,146
0.617620,238
0.614185,530
0.611372,156
0.607652,914
0.607006,305
0.605666,308
0.602654,636
0.600677,1007
0.599070,804
0.598455,391
0.597286,998
0.596182,701
0.590641,476
0.588332,377
0.586167,303
0.585448,772
0.583731,731
0.583471,393
0.579573,765
0.575556,577
0.574328,779
0.574027,996
0.570526,894
0.570502,321
0.568496,462
0.566719,773
0.566035,394
0.560820,974
0.557498,775
0.554887,810
0.553249,352
0.552593,822
0.552455,346
0.552447,345
0.550676,351
0.548758,885
0.548318,125
0.546545,843
0.543351,940
0.542346,592
0.541856,859
0.541626,128
0.540239,955
0.538162,740
0.535141,311
0.535138,310
0.534890,317
0.534115,316
0.532622,268
0.528196,339
0.528100,835
0.527681,363
0.526308,235
0.524544,440
0.519680,630
0.519293,963
0.518081,645
0.517977,991
0.517850,958
0.517402,847
0.515221,474
0.514281,210
0.513400,376
0.512321,1003
0.510219,365
0.510059,267
0.508950,241
0.508942,240
0.508773,247
0.508438,676
0.507879,246
0.506300,903
0.503270,212
0.502312,260
0.502233,575
0.501683,206
0.501675,205
0.501366,574
0.500138,350
0.499950,399
0.499496,211
0.498053,529
0.495351,312
0.495346,6
0.494653,203
0.490962,600
0.490810,673
0.490329,675
0.490180,28
0.489170,331
0.489159,482
0.488282,576
0.485028,793
0.484058,906
0.483881,200
0.482985,347
0.482895,198
0.482464,680
0.481282,197
0.480915,414
0.480147,901
0.479157,274
0.477456,223
0.477068,571
0.476838,969
0.476628,269
0.474873,344
0.473822,148
0.472021,711
0.471921,314
0.471511,196
0.470976,372
0.468361,272
0.468143,296
0.467384,1
0.464344,939
0.461780,570
0.461483,743
0.461256,907
0.459979,536
0.459831,304
0.457790,862
0.457476,994
0.457347,739
0.457158,682
0.457157,681
0.457153,688
0.456918,687
0.455667,852
0.454526,608
0.453393,199
0.452139,580
0.451121,204
0.449561,737
0.449487,356
0.449130,745
0.447765,309
0.445173,566
0.443515,233
0.443487,398
0.442971,245
0.441771,475
0.441401,349
0.440445,669
0.440411,824
0.439850,15
0.439297,271
0.436857,684
0.436854,242
0.434830,683
0.432332,239
0.430643,853
0.429882,403
0.429618,925
0.429517,16
0.429154,80
0.429078,86
0.428915,492
0.428352,234
0.427547,662
0.424416,797
0.423689,973
0.422998,783
0.421060,699
0.420875,270
0.417670,428
0.417557,598
0.416044,404
0.413819,891
0.413731,868
0.413200,679
0.412991,757
0.411456,261
0.410503,902
0.410381,607
0.410125,926
0.410102,1008
0.409873,591
0.409805,651
0.407976,670
0.407972,978
0.406952,207
0.406271,23
0.406179,867
0.404562,342
0.404551,833
0.404425,695
0.403201,313
0.403188,531
0.403038,782
0.401906,787
0.400988,780
0.400984,781
0.400652,786
0.398237,654
0.397630,649
0.397619,648
0.397606,0
0.397430,861
0.397289,441
0.396893,446
0.396542,429
0.395846,655
0.395564,1004
0.395003,573
0.394251,41
0.393912,348
0.392543,95
0.389124,243
0.388419,966
0.388390,112
0.387694,784
0.386446,776
0.386201,685
0.384850,244
0.384083,75
0.383775,315
0.382562,373
0.382387,750
0.382247,17
0.380694,539
0.380610,132
0.379674,157
0.379457,717
0.378673,195
0.378339,845
0.376684,897
0.375968,488
0.375338,43
0.375264,812
0.375149,646
0.374008,791
0.373875,581
0.372614,650
0.372590,827
0.371982,130
0.370292,716
0.370018,962
0.369955,771
0.369662,749
0.369244,209
0.369063,639
0.368692,672
0.368413,946
0.367252,405
0.367109,888
0.366695,918
0.366550,208
0.366289,728
0.365971,285
0.365427,420
0.363366,96
0.361115,277
0.360442,612
0.359013,698
0.358157,213
0.358073,734
0.357474,1016
0.355687,439
0.355683,39
0.355175,533
0.353778,412
0.353757,678
0.352882,2
0.352369,922
0.351407,509
0.350978,278
0.350474,568
0.349554,561
0.349461,40
0.348468,572
0.348021,166
0.347935,362
0.344686,379
