-0.170901,0.208355,0.063901,0.248753,0.303018,0.026731,-0.006905,-0.162456,0.285046,-0.012345,-0.123959,0.215701,0.203267,0.045885,-0.096466,-0.045107,0.077778,0.125587,0.085178,0.140393,0.063964,0.209605,0.049276,0.121095,0.039735,0.211763,-0.055540,-0.353351,0.256340,-0.431167,0.054138,-0.039637
-0.173268,0.153181,0.127560,0.173828,0.344848,0.173245,0.089952,0.281636,0.032990,0.138073,0.013899,-0.054518,-0.173839,0.121558,0.033672,0.143785,0.031957,-0.019821,-0.093333,-0.115229,0.133438,-0.175615,-0.168081,-0.209263,0.362881,-0.061123,-0.048443,0.352260,0.294124,0.040633,0.167835,-0.226466
-0.175001,0.113865,0.168563,0.078701,0.260899,0.116561,-0.103886,-0.099350,0.328050,0.159649,-0.013757,0.034534,0.056949,-0.155825,-0.197777,-0.085423,-0.254424,0.013995,0.258936,0.230654,-0.069661,-0.135922,0.160170,0.207235,-0.239510,-0.143622,-0.010724,0.331630,-0.165794,0.328455,-0.081736,0.061798
-0.175513,0.078786,0.166214,0.043886,0.229277,0.365503,0.085124,0.239114,-0.233211,-0.052727,0.417756,-0.023701,-0.063643,-0.297037,0.014401,0.078023,-0.052369,-0.115984,-0.180037,-0.036943,-0.162848,0.131008,-0.113266,0.163618,-0.044632,-0.149149,-0.082017,-0.353918,-0.173652,-0.033320,-0.129444,0.120536
-0.176328,0.069948,0.223600,-0.076346,-0.049195,0.096938,-0.666595,-0.244938,-0.044909,0.046225,0.035099,0.004563,-0.088195,0.044514,-0.090657,-0.054409,0.296938,-0.203242,0.035170,-0.120142,-0.087725,-0.201707,-0.115857,-0.269241,-0.136690,-0.147037,0.092847,-0.128496,0.061645,-0.065374,0.105798,0.039194
-0.176219,0.069899,0.216724,-0.108990,-0.093173,-0.006802,-0.282469,0.227212,-0.150078,-0.290533,-0.044031,0.007619,-0.024927,0.070199,-0.123724,0.105535,-0.142927,0.390163,-0.189566,-0.118405,-0.135251,0.020464,0.418343,0.152861,0.146245,0.166868,0.135779,0.205632,0.065444,-0.115365,0.015122,0.238064
-0.176503,0.072275,0.188475,-0.107049,-0.130664,0.004592,-0.084055,-0.128675,-0.127829,0.136100,-0.042149,-0.062183,-0.143262,-0.181774,0.228882,-0.262114,0.150154,0.255963,0.079497,-0.049337,0.065179,0.076300,-0.377068,0.258573,0.054812,0.357716,-0.155428,0.195839,-0.003264,-0.003592,-0.357438,-0.153529
-0.176402,0.077471,0.181956,-0.108491,-0.147184,-0.031652,-0.002390,0.107576,0.013694,-0.314985,-0.001371,-0.067293,-0.143599,-0.009799,0.119603,0.019722,-0.051937,0.156462,0.044814,0.268098,0.417185,-0.166048,0.205993,-0.069231,-0.126971,-0.143305,-0.121922,-0.278744,-0.103095,0.082691,0.045033,-0.495777
-0.176571,0.078370,0.162787,-0.104690,-0.133471,-0.054814,0.076548,-0.049281,-0.251588,0.187191,-0.111902,0.188315,0.243626,-0.152158,-0.057717,0.280109,0.203950,0.080908,0.130950,0.172095,-0.006844,0.318107,-0.098237,-0.004942,0.163688,-0.042328,0.032208,0.083108,-0.287841,0.127826,0.492781,-0.033438
-0.176706,0.078128,0.165902,-0.089273,-0.133351,-0.036920,0.300781,0.047798,0.183595,-0.230944,0.087075,-0.125307,-0.078322,0.023038,0.247384,-0.213939,-0.047862,0.145842,0.310974,-0.056571,-0.072502,-0.056674,-0.199774,-0.164953,-0.138292,-0.083267,-0.096221,-0.013683,0.158017,-0.035165,0.322061,0.476269
-0.176555,0.075234,0.172774,-0.109010,-0.142234,-0.114984,0.143160,-0.023972,-0.121384,0.314088,-0.167177,0.190305,-0.019484,0.060286,-0.053727,-0.019124,-0.030506,-0.209216,-0.242760,0.123735,0.406030,-0.042532,0.139627,-0.065989,0.045908,-0.216504,-0.232094,0.014706,0.070526,-0.118957,-0.283116,0.412659
-0.176754,0.072627,0.180203,-0.104671,-0.137792,-0.085641,0.180735,-0.007984,0.176321,-0.216621,0.061089,-0.125128,0.162468,0.103660,-0.071152,0.289066,0.167335,-0.168521,0.218493,0.056323,-0.172526,0.212351,-0.037737,-0.142729,0.139841,-0.141378,0.313290,0.054676,0.129220,0.039816,-0.516389,-0.090830
-0.176654,0.067558,0.166836,-0.096765,-0.120917,-0.056157,0.253546,-0.065032,-0.139395,0.304574,-0.032565,0.179976,0.090103,-0.076181,0.001339,-0.318731,-0.370920,-0.021550,-0.058464,-0.247518,-0.306061,-0.090886,0.159405,-0.201095,-0.045552,0.033508,0.254557,-0.143215,0.118331,-0.022082,0.037252,-0.323550
-0.176623,0.066677,0.183275,-0.106576,-0.129056,-0.133047,0.146888,-0.088256,0.262607,-0.018029,0.081582,-0.210699,-0.039412,0.300952,-0.102026,0.095170,0.024179,-0.402529,-0.327591,-0.073703,-0.096333,-0.096518,-0.046946,0.374920,-0.075417,0.292128,-0.108490,0.005860,-0.142973,0.006981,0.237160,-0.086413
