0.764023,1027
0.723486,271
0.668304,335
0.664552,673
0.664362,230
0.649044,1000
0.643018,994
0.637088,879
0.611873,300
0.611455,1029
0.601196,639
0.600098,949
0.595782,250
0.591411,1036
0.581027,1013
0.573699,261
0.570760,859
0.569141,682
0.567039,586
0.563521,857
0.554390,824
0.552280,219
